Loyalty#,Demographic_Cluster_Name
131893,Low-Income East
900894,High-Income West
277367,High-Income East
807152,Low-Income East
140375,Low-Income East
354464,Low-Income West
359360,Low-Income East
606060,Low-Income East
997439,Low-Income East
113831,Low-Income East
643854,High-Income West
858352,High-Income East
133608,High-Income West
224924,Low-Income West
759983,Low-Income East
205505,Low-Income East
305102,Low-Income East
369000,High-Income West
837175,High-Income East
632638,Low-Income East
876757,Low-Income West
187161,Low-Income East
948145,Low-Income West
133518,Low-Income East
716750,Low-Income East
671368,High-Income East
877242,Low-Income East
975613,Low-Income West
130419,High-Income West
454663,High-Income East
523194,High-Income East
628211,High-Income East
690984,High-Income East
871124,High-Income West
890882,Low-Income West
311556,Low-Income East
969732,Low-Income West
597522,Low-Income East
866242,Low-Income East
445418,Low-Income West
821137,Low-Income East
495787,Low-Income East
836706,High-Income East
494284,Low-Income West
156355,Low-Income West
521653,Low-Income East
412203,Low-Income East
603968,Low-Income West
485300,High-Income West
904992,High-Income East
213813,Low-Income West
556982,Low-Income East
213113,High-Income East
355908,High-Income West
138369,High-Income West
845994,High-Income East
811959,Low-Income East
568172,High-Income East
971670,High-Income West
336139,Low-Income East
750454,High-Income East
655082,High-Income East
206773,Low-Income East
214639,Low-Income East
543456,Low-Income East
451711,High-Income East
998934,Low-Income West
795512,Low-Income West
116897,Low-Income East
715689,Low-Income East
865066,Low-Income West
305556,Low-Income East
970964,Low-Income East
654941,Low-Income West
746402,Low-Income East
460629,High-Income East
768354,Low-Income West
238640,High-Income East
745908,High-Income East
360537,High-Income East
679253,Low-Income East
386825,Low-Income West
583252,Low-Income East
568171,Low-Income East
885848,Low-Income East
734938,Low-Income West
780973,Low-Income East
128633,Low-Income East
511588,Low-Income East
536577,Low-Income East
580068,Low-Income East
661088,Low-Income East
114553,Low-Income West
736829,Low-Income East
737940,High-Income East
189294,Low-Income East
349638,Low-Income West
577386,Low-Income East
504663,Low-Income West
756929,Low-Income East
782485,High-Income East
196016,High-Income East
604077,High-Income West
520137,Low-Income West
692151,Low-Income East
188033,Low-Income East
634185,Low-Income West
374881,Low-Income East
800800,Low-Income East
676622,Low-Income East
894175,Low-Income West
492789,Low-Income West
586164,Low-Income East
243557,Low-Income East
802023,Low-Income West
422436,Low-Income West
295884,Low-Income East
631442,High-Income East
845319,High-Income East
440618,High-Income West
299585,Low-Income East
540796,Low-Income West
771872,Low-Income East
883489,Low-Income West
945761,Low-Income East
958709,Low-Income West
465692,High-Income East
586711,Low-Income East
126148,Low-Income West
555001,Low-Income East
196442,Low-Income East
131637,Low-Income East
650486,Low-Income West
830385,Low-Income East
627485,Low-Income East
467510,Low-Income West
766530,Low-Income East
131997,Low-Income East
174669,High-Income West
999891,High-Income East
645566,High-Income East
675457,High-Income West
122858,Low-Income East
127946,Low-Income West
474945,Low-Income West
509965,Low-Income West
590012,Low-Income East
669812,Low-Income East
695965,Low-Income East
925819,Low-Income West
941865,Low-Income East
793645,Low-Income East
445839,High-Income East
708555,High-Income West
159960,Low-Income East
963541,Low-Income West
218383,Low-Income East
696577,Low-Income West
602783,High-Income East
208585,Low-Income West
575612,Low-Income East
196467,High-Income East
665374,High-Income West
838885,High-Income East
444022,Low-Income East
838784,High-Income East
701803,High-Income West
802797,High-Income East
832431,High-Income West
157712,Low-Income East
381307,Low-Income West
562661,High-Income West
209134,High-Income West
121410,High-Income East
668599,High-Income East
195419,Low-Income East
198625,Low-Income West
261426,High-Income East
435049,High-Income West
789797,Low-Income West
898587,High-Income West
122577,Low-Income East
197320,High-Income West
776613,High-Income East
249408,Low-Income West
582929,Low-Income East
122049,Low-Income West
559362,Low-Income East
785223,Low-Income West
197514,Low-Income East
539144,Low-Income West
803586,Low-Income East
164211,Low-Income West
561933,Low-Income East
475690,Low-Income East
744778,Low-Income West
612060,Low-Income East
859508,Low-Income East
261780,Low-Income East
252472,High-Income East
482938,High-Income West
944093,High-Income East
796099,Low-Income East
807074,Low-Income West
530206,Low-Income East
915287,Low-Income East
471188,Low-Income East
454041,High-Income East
220806,Low-Income East
789190,High-Income West
925198,High-Income East
984798,High-Income East
311619,Low-Income East
545744,Low-Income West
438875,High-Income West
898149,Low-Income East
537829,Low-Income East
747315,Low-Income West
496759,Low-Income East
181434,Low-Income East
697824,Low-Income West
686223,Low-Income West
904974,Low-Income East
215089,Low-Income East
299367,Low-Income East
437545,Low-Income East
987171,Low-Income West
152148,High-Income West
932363,High-Income East
808721,High-Income West
155488,Low-Income East
969483,Low-Income West
948591,Low-Income East
548752,High-Income East
818567,High-Income West
190149,Low-Income East
563587,Low-Income West
264107,Low-Income East
211217,Low-Income East
169857,High-Income West
373665,High-Income West
482351,High-Income East
793094,High-Income East
848562,High-Income West
330779,High-Income East
687962,High-Income East
145542,Low-Income East
450205,Low-Income West
100727,Low-Income East
363866,Low-Income East
743241,Low-Income West
701645,Low-Income East
435358,Low-Income East
686371,Low-Income West
464105,High-Income West
152681,Low-Income East
367492,Low-Income East
568734,Low-Income East
883056,Low-Income West
352617,High-Income West
131956,High-Income West
395912,Low-Income East
572045,High-Income East
865213,High-Income West
575030,Low-Income East
211715,High-Income East
554761,High-Income East
566165,Low-Income East
124195,High-Income West
400079,High-Income East
946172,High-Income East
957901,High-Income East
995142,High-Income West
157879,Low-Income East
441741,Low-Income East
461354,Low-Income East
582690,Low-Income East
751990,Low-Income West
743121,High-Income East
773805,Low-Income West
166953,High-Income East
235428,High-Income East
238556,High-Income West
657946,High-Income East
839362,High-Income West
938719,High-Income West
978130,High-Income West
707470,High-Income West
950445,Low-Income East
140768,Low-Income West
857845,Low-Income East
277607,Low-Income West
193928,Low-Income East
755070,Low-Income West
801338,Low-Income West
889964,Low-Income East
274354,Low-Income West
834571,Low-Income East
206871,Low-Income East
242789,Low-Income West
958791,High-Income East
134760,High-Income East
874612,High-Income West
283290,Low-Income West
616447,Low-Income East
653851,Low-Income East
929980,Low-Income West
810448,Low-Income East
959728,Low-Income East
515444,Low-Income East
953784,High-Income West
536186,High-Income West
390874,Low-Income East
509909,Low-Income East
923560,High-Income East
421001,Low-Income West
917610,Low-Income East
285579,Low-Income East
769976,Low-Income West
837705,Low-Income East
614164,High-Income East
248886,High-Income East
944261,High-Income East
432564,Low-Income East
653354,Low-Income East
750162,Low-Income East
757047,Low-Income West
808005,Low-Income East
515298,Low-Income East
614246,Low-Income West
103731,High-Income West
453578,Low-Income East
771035,Low-Income West
893427,Low-Income East
232609,Low-Income West
191057,Low-Income East
844152,High-Income East
460929,Low-Income West
630209,Low-Income East
219043,Low-Income East
537711,Low-Income West
122009,Low-Income East
453136,High-Income East
922188,Low-Income West
780529,Low-Income East
721438,High-Income East
761015,High-Income East
891233,High-Income East
671528,Low-Income East
240500,High-Income West
800220,High-Income East
749801,High-Income East
625434,High-Income West
505070,High-Income West
120554,Low-Income East
962661,Low-Income West
622697,Low-Income East
501856,Low-Income West
893057,High-Income West
541163,High-Income West
633067,Low-Income East
736615,Low-Income West
967883,Low-Income West
248011,Low-Income East
959137,Low-Income West
591854,Low-Income West
346225,High-Income West
625318,High-Income East
450150,Low-Income East
569315,High-Income East
622036,High-Income East
287343,Low-Income East
226842,High-Income East
802084,High-Income East
540268,Low-Income West
504190,Low-Income East
566630,High-Income East
374639,Low-Income West
447470,High-Income East
442306,Low-Income East
901978,High-Income West
330040,Low-Income East
899009,Low-Income East
988510,Low-Income East
124355,High-Income East
429557,High-Income West
176599,Low-Income East
550058,Low-Income East
577872,Low-Income West
731696,High-Income West
773086,High-Income East
713423,Low-Income East
965154,Low-Income East
432938,Low-Income East
757446,Low-Income East
531293,Low-Income West
763132,Low-Income East
271680,Low-Income East
454223,Low-Income East
547575,Low-Income East
845041,Low-Income West
856705,Low-Income East
532945,Low-Income West
570531,Low-Income West
111584,Low-Income East
612339,Low-Income West
720514,High-Income West
413426,Low-Income West
702746,High-Income West
442458,Low-Income East
513553,Low-Income West
633490,Low-Income East
665645,Low-Income East
724378,Low-Income East
224132,Low-Income West
701308,Low-Income East
275762,Low-Income East
672582,Low-Income East
649321,Low-Income West
286262,High-Income East
391509,Low-Income East
420490,Low-Income East
162167,Low-Income East
803357,High-Income East
809299,High-Income West
327474,Low-Income East
274428,Low-Income West
791342,Low-Income East
352005,Low-Income East
526164,Low-Income West
898495,Low-Income East
499423,Low-Income East
291509,Low-Income East
472325,High-Income West
165484,Low-Income East
766766,Low-Income East
327565,High-Income East
730088,High-Income West
759311,Low-Income West
682813,High-Income West
206119,Low-Income West
933552,Low-Income East
522788,High-Income East
547699,Low-Income West
286182,High-Income East
980837,High-Income East
858341,Low-Income East
161525,Low-Income East
266284,Low-Income East
454630,Low-Income East
580169,Low-Income East
818616,Low-Income West
439092,Low-Income West
808392,Low-Income West
834726,Low-Income East
465842,High-Income East
