Loyalty#,merged_labels
755145,New travelers
208961,The September Loyals
546177,The November Loyals
937911,The December Loyals
667157,The Q4 Boomerang
472692,The June Loyals
566951,The Summer-Fall Hybrids
716548,The February Loyals
936273,The November Loyals
424216,The February Loyals
962989,The September Loyals
823998,The September Loyals
745870,New travelers
363983,New travelers
189613,New travelers
494515,The March Loyals
695564,New travelers
553879,The October Loyals
573830,New travelers
968497,VIPs
792277,New travelers
793384,The September Loyals
430197,The May Planners
447387,The September Loyals
772362,New travelers
447675,The February Loyals
413659,The Summer-Fall Hybrids
675956,The September Loyals
396920,The May Planners
319947,The December Loyals
276037,The September Loyals
758840,The June Loyals
166846,The May Planners
314372,The September Loyals
727573,The October Loyals
153395,The May Planners
522677,The June Loyals
184678,The January Average
449555,The June Loyals
528226,The September Loyals
644265,The May Planners
842835,New travelers
953614,The January Average
390880,The January Average
676877,The October Loyals
415446,The Q4 Boomerang
282678,The February Loyals
815850,The December Loyals
828182,The September Loyals
687262,The January Average
472373,The March Loyals
131253,The June Loyals
194480,The Dormant Browsers
376484,The May Planners
684305,The June Loyals
863374,New travelers
905161,New travelers
278164,The September Loyals
342980,The Dormant Browsers
652431,New travelers
277375,The March Loyals
678925,The February Loyals
703507,The October Loyals
961264,New travelers
400802,The March Loyals
640831,The January Average
670002,The March Loyals
550434,The September Loyals
492505,The February Loyals
548037,The September Loyals
596173,New travelers
569940,The September Loyals
987530,The October Loyals
396155,The September Loyals
605134,The March Loyals
137850,The November Loyals
512169,New travelers
661411,The September Loyals
711565,The Dormant Browsers
241677,The September Loyals
825484,The February Loyals
216666,New travelers
721494,The Q4 Boomerang
118376,New travelers
905806,The March Loyals
197086,The January Average
304080,The Q4 Boomerang
775520,The Lost Holiday Drifters
409051,The September Loyals
590280,The September Loyals
737842,The September Loyals
296095,New travelers
430097,The December Loyals
432366,The January Average
175169,The November Loyals
784710,New travelers
406411,The October Loyals
258166,The May Planners
357298,The September Loyals
730214,The December Loyals
811333,The September Loyals
157751,The February Loyals
789149,The December Loyals
667398,The Lost Holiday Drifters
540112,The October Loyals
744746,New travelers
823113,The March Loyals
482922,New travelers
467222,The March Loyals
204424,The September Loyals
477219,The October Loyals
817298,New travelers
106757,The February Loyals
210755,The September Loyals
272476,The Summer-Fall Hybrids
476648,The December Loyals
676669,The March Loyals
922815,The November Loyals
947026,The May Planners
162155,New travelers
234807,The January Average
715271,The June Loyals
876243,New travelers
496329,The May Planners
881428,New travelers
259446,The September Loyals
695987,The Summer-Fall Hybrids
465476,New travelers
375371,New travelers
414433,The January Average
107296,The Summer-Fall Hybrids
521043,New travelers
481851,New travelers
885763,The March Loyals
488647,The Summer-Fall Hybrids
324049,New travelers
968842,The Lost Holiday Drifters
745354,The September Loyals
686232,The January Average
835240,The March Loyals
916269,The September Loyals
942952,New travelers
965713,The November Loyals
604510,New travelers
504564,The Dormant Browsers
519419,The June Loyals
671115,The May Planners
471000,The February Loyals
677404,The May Planners
772194,The November Loyals
869804,The October Loyals
983440,New travelers
851901,The September Loyals
337148,The October Loyals
847704,The March Loyals
295561,The Lost Holiday Drifters
248265,The June Loyals
875789,The Q4 Boomerang
822995,The September Loyals
219779,The March Loyals
155348,New travelers
205697,The May Planners
827215,The September Loyals
411420,The October Loyals
179153,The October Loyals
205826,New travelers
602931,The January Average
346560,The Pandemic Drop-offs
277855,The September Loyals
348600,The Dormant Browsers
863219,The December Loyals
524055,The January Average
825730,New travelers
859516,The September Loyals
737534,The September Loyals
677217,The September Loyals
600432,The January Average
170152,New travelers
958283,New travelers
705020,The March Loyals
194722,The June Loyals
225486,The September Loyals
885871,The Summer-Fall Hybrids
670751,The December Loyals
347914,New travelers
336902,The Q4 Boomerang
709656,The Dormant Browsers
796900,The May Planners
823567,The May Planners
921777,The May Planners
342483,The October Loyals
107993,The June Loyals
412186,The September Loyals
670131,The May Planners
143151,The March Loyals
643643,New travelers
955750,The June Loyals
577398,The December Loyals
736685,The November Loyals
844477,New travelers
781963,New travelers
398965,The May Planners
410202,The November Loyals
555745,The October Loyals
977550,The September Loyals
448812,The May Planners
436282,New travelers
636213,The March Loyals
864128,The September Loyals
424098,The September Loyals
740083,The November Loyals
292384,The January Average
596911,The November Loyals
636749,The September Loyals
681032,The November Loyals
237107,New travelers
896095,The Summer-Fall Hybrids
448751,New travelers
719300,The Summer-Fall Hybrids
767175,The Q4 Boomerang
733467,New travelers
605768,New travelers
963067,The September Loyals
348994,The June Loyals
376725,The October Loyals
324997,The September Loyals
160905,The June Loyals
365557,The March Loyals
196757,New travelers
321027,The February Loyals
113779,The January Average
624881,The Summer-Fall Hybrids
219270,New travelers
282259,The October Loyals
529544,The Dormant Browsers
870281,The September Loyals
399943,The October Loyals
763406,The January Average
280822,The January Average
572073,The October Loyals
683901,The November Loyals
790008,The November Loyals
841324,New travelers
699281,The Lost Holiday Drifters
667275,The Dormant Browsers
953693,The February Loyals
150301,The June Loyals
606004,The Summer-Fall Hybrids
268414,The Summer-Fall Hybrids
643669,The January Average
267306,The September Loyals
846313,The December Loyals
266640,The October Loyals
107730,The June Loyals
649194,The February Loyals
450665,The June Loyals
574688,New travelers
403764,New travelers
999513,The May Planners
833148,The Lost Holiday Drifters
915009,New travelers
375467,New travelers
600541,The Q4 Boomerang
116735,The February Loyals
247551,The December Loyals
675409,The March Loyals
144615,The May Planners
933187,The September Loyals
239476,The February Loyals
568870,The September Loyals
750153,New travelers
717229,The September Loyals
996900,The June Loyals
260000,The September Loyals
615131,The May Planners
813352,New travelers
121351,The Lost Holiday Drifters
206925,The February Loyals
467359,The January Average
191626,The Dormant Browsers
644865,The October Loyals
821918,The December Loyals
972129,The October Loyals
149348,The September Loyals
960959,New travelers
837269,The Dormant Browsers
611029,The May Planners
602585,The June Loyals
960441,The March Loyals
709724,The December Loyals
355578,The Summer-Fall Hybrids
740063,The September Loyals
961965,The October Loyals
167491,New travelers
651377,The March Loyals
680738,The September Loyals
108430,The May Planners
776443,The November Loyals
398839,The December Loyals
243273,New travelers
187838,The May Planners
946439,New travelers
530880,The February Loyals
904397,The Pandemic Drop-offs
939399,The September Loyals
300371,The December Loyals
532997,The June Loyals
103969,The November Loyals
173673,The Dormant Browsers
562510,The Lost Holiday Drifters
183129,The January Average
483274,New travelers
880402,The December Loyals
525612,The March Loyals
103151,The September Loyals
961440,New travelers
171350,The June Loyals
944636,The September Loyals
300460,The May Planners
224178,New travelers
212301,The Lost Holiday Drifters
798533,The November Loyals
905854,The June Loyals
571992,The May Planners
191656,The Dormant Browsers
193519,The Summer-Fall Hybrids
255320,The September Loyals
688132,New travelers
498028,The December Loyals
339880,The January Average
181184,The May Planners
906217,New travelers
273054,New travelers
728009,New travelers
401824,The December Loyals
278013,The May Planners
759551,The November Loyals
512471,The June Loyals
402966,The Dormant Browsers
834576,The March Loyals
867561,New travelers
578998,The November Loyals
863262,The September Loyals
744181,The Dormant Browsers
380001,The October Loyals
648455,The September Loyals
545534,The May Planners
923527,The September Loyals
491481,The June Loyals
309041,The November Loyals
187077,The February Loyals
939571,The December Loyals
912940,New travelers
302827,New travelers
797704,New travelers
168290,The November Loyals
856496,New travelers
491907,The December Loyals
675419,New travelers
447771,The November Loyals
849510,The September Loyals
687533,The September Loyals
767971,New travelers
683276,New travelers
225746,The September Loyals
248497,New travelers
379562,The February Loyals
343139,The Summer-Fall Hybrids
345765,The November Loyals
123525,The June Loyals
175528,The September Loyals
374967,The October Loyals
607565,The June Loyals
749430,The Summer-Fall Hybrids
902966,The September Loyals
559111,The Dormant Browsers
190524,The October Loyals
266561,The Q4 Boomerang
563086,The March Loyals
625033,The March Loyals
643300,The June Loyals
353369,The Q4 Boomerang
309456,The November Loyals
923959,The October Loyals
651097,The September Loyals
570299,The January Average
258296,The Lost Holiday Drifters
710029,The February Loyals
760424,The September Loyals
746031,The September Loyals
529331,New travelers
364710,The Q4 Boomerang
566374,The December Loyals
333051,New travelers
642323,The Dormant Browsers
798869,New travelers
977244,The December Loyals
801738,The June Loyals
