Loyalty#,Behavioral_Cluster_Name
275762,"Formers Points accumulator
(2020)"
649321,"Growing travelers
(Now average)"
286262,"Consistent low travelers
(Use points)"
391509,"Consistent low travelers
(Use points)"
420490,"Growing travelers
(Now average)"
162167,"Consistent low travelers
(Use points)"
809299,"Growing travelers
(Now average)"
327474,"Gained customers
(Now traveling average)"
274428,"Formers Points accumulator
(2020)"
791342,"Formers Points accumulator
(2020)"
352005,"Points accumulator currently
(2021)"
526164,"Points accumulator currently
(2021)"
898495,"Stable average travelers
(Loyal)"
499423,Low-travel individuals
291509,"Formers Points accumulator
(2020)"
472325,"Formers Points accumulator
(2020)"
165484,"Points accumulator currently
(2021)"
730088,"Formers Points accumulator
(2020)"
759311,"Formers Points accumulator
(2020)"
682813,"Stable average travelers
(Loyal)"
206119,"Consistent low travelers
(Use points)"
933552,"Gained customers
(Now traveling average)"
522788,Low-travel individuals
547699,"Stable average travelers
(Loyal)"
286182,Low-travel individuals
980837,"Gained customers
(Now traveling average)"
858341,"Formers Points accumulator
(2020)"
266284,"Points accumulator currently
(2021)"
454630,"Points accumulator currently
(2021)"
580169,"Growing travelers
(Now average)"
818616,"Stable average travelers
(Loyal)"
439092,"Gained customers
(Now traveling average)"
808392,"Formers Points accumulator
(2020)"
834726,"Points accumulator currently
(2021)"
465842,"Growing travelers
(Now average)"
837031,"Formers Points accumulator
(2020)"
367751,"Consistent low travelers
(Use points)"
136020,"Formers Points accumulator
(2020)"
191150,Low-travel individuals
256188,"Gained customers
(Now traveling average)"
495286,"Growing travelers
(Now average)"
939521,Low-travel individuals
783604,"Points accumulator currently
(2021)"
453654,"Consistent low travelers
(Use points)"
271297,Low-travel individuals
600914,"Stable average travelers
(Loyal)"
847771,"Consistent low travelers
(Use points)"
663521,"Points accumulator currently
(2021)"
900795,"Points accumulator currently
(2021)"
559007,"Formers Points accumulator
(2020)"
515656,"Points accumulator currently
(2021)"
612019,"Gained customers
(Now traveling average)"
727648,"Consistent low travelers
(Use points)"
817070,"Formers Points accumulator
(2020)"
107466,"Consistent low travelers
(Use points)"
352916,"Consistent low travelers
(Use points)"
692535,"Formers Points accumulator
(2020)"
128572,Low-travel individuals
986551,"Stable average travelers
(Loyal)"
330947,"Gained customers
(Now traveling average)"
568678,"Consistent low travelers
(Use points)"
389146,"Consistent low travelers
(Use points)"
787086,"Gained customers
(Now traveling average)"
676406,"Consistent low travelers
(Use points)"
401859,"Consistent low travelers
(Use points)"
371422,"Gained customers
(Now traveling average)"
492226,"Gained customers
(Now traveling average)"
842527,"Formers Points accumulator
(2020)"
789465,"Gained customers
(Now traveling average)"
653259,"Points accumulator currently
(2021)"
161414,"Growing travelers
(Now average)"
391557,"Gained customers
(Now traveling average)"
787416,"Stable average travelers
(Loyal)"
845435,"Points accumulator currently
(2021)"
992854,"Formers Points accumulator
(2020)"
293676,"Points accumulator currently
(2021)"
431586,"Points accumulator currently
(2021)"
202831,"Stable average travelers
(Loyal)"
811022,"Gained customers
(Now traveling average)"
465570,"Points accumulator currently
(2021)"
970152,Low-travel individuals
325268,"Formers Points accumulator
(2020)"
560597,"Gained customers
(Now traveling average)"
976413,"Formers Points accumulator
(2020)"
274117,"Stable average travelers
(Loyal)"
321436,"Stable average travelers
(Loyal)"
116948,"Gained customers
(Now traveling average)"
190716,"Consistent low travelers
(Use points)"
621814,"Formers Points accumulator
(2020)"
779679,"Formers Points accumulator
(2020)"
992886,"Consistent low travelers
(Use points)"
194813,"Growing travelers
(Now average)"
204693,"Consistent low travelers
(Use points)"
877352,"Lost custumers
(Traveled more before)"
957413,"Stable average travelers
(Loyal)"
221254,"Consistent low travelers
(Use points)"
319850,"Points accumulator currently
(2021)"
407305,"Stable average travelers
(Loyal)"
428345,"Gained customers
(Now traveling average)"
466953,"Points accumulator currently
(2021)"
808399,"Stable average travelers
(Loyal)"
107902,"Points accumulator currently
(2021)"
136637,"Stable average travelers
(Loyal)"
847579,"Formers Points accumulator
(2020)"
882025,"Stable average travelers
(Loyal)"
465746,"Stable average travelers
(Loyal)"
615617,"Consistent low travelers
(Use points)"
908580,"Formers Points accumulator
(2020)"
156879,Low-travel individuals
800481,"Formers Points accumulator
(2020)"
914799,"Gained customers
(Now traveling average)"
109399,"Points accumulator currently
(2021)"
577726,"Stable average travelers
(Loyal)"
768078,"Stable average travelers
(Loyal)"
941984,"Growing travelers
(Now average)"
894436,"Points accumulator currently
(2021)"
643605,"Points accumulator currently
(2021)"
237651,"Formers Points accumulator
(2020)"
420488,"Points accumulator currently
(2021)"
568712,"Formers Points accumulator
(2020)"
935876,"Stable average travelers
(Loyal)"
616416,"Formers Points accumulator
(2020)"
888404,Low-travel individuals
101018,"Formers Points accumulator
(2020)"
387971,"Points accumulator currently
(2021)"
395525,"Formers Points accumulator
(2020)"
792873,"Stable average travelers
(Loyal)"
501877,"Consistent low travelers
(Use points)"
436990,"Points accumulator currently
(2021)"
965758,"Growing travelers
(Now average)"
660178,"Stable average travelers
(Loyal)"
904741,"Points accumulator currently
(2021)"
406367,Low-travel individuals
787277,Low-travel individuals
576936,"Points accumulator currently
(2021)"
626767,"Gained customers
(Now traveling average)"
161780,"Gained customers
(Now traveling average)"
974848,Low-travel individuals
363199,"Growing travelers
(Now average)"
516337,"Consistent low travelers
(Use points)"
666301,"Stable average travelers
(Loyal)"
676376,"Stable average travelers
(Loyal)"
202696,"Formers Points accumulator
(2020)"
409174,"Gained customers
(Now traveling average)"
150253,"Points accumulator currently
(2021)"
160927,"Points accumulator currently
(2021)"
793608,Low-travel individuals
515805,"Consistent low travelers
(Use points)"
390974,"Stable average travelers
(Loyal)"
289151,"Formers Points accumulator
(2020)"
445177,"Growing travelers
(Now average)"
542014,"Formers Points accumulator
(2020)"
958767,"Growing travelers
(Now average)"
859957,"Formers Points accumulator
(2020)"
220244,"Stable average travelers
(Loyal)"
387506,"Formers Points accumulator
(2020)"
387121,"Points accumulator currently
(2021)"
173235,"Gained customers
(Now traveling average)"
801882,"Consistent low travelers
(Use points)"
612013,"Lost custumers
(Traveled more before)"
733046,"Growing travelers
(Now average)"
356460,"Points accumulator currently
(2021)"
428604,"Gained customers
(Now traveling average)"
484811,"Gained customers
(Now traveling average)"
947234,"Gained customers
(Now traveling average)"
275049,"Points accumulator currently
(2021)"
770362,"Lost custumers
(Traveled more before)"
129343,"Formers Points accumulator
(2020)"
288369,"Consistent low travelers
(Use points)"
382464,"Formers Points accumulator
(2020)"
890395,"Stable average travelers
(Loyal)"
909677,"Points accumulator currently
(2021)"
650657,"Stable average travelers
(Loyal)"
352026,"Lost custumers
(Traveled more before)"
493283,"Stable average travelers
(Loyal)"
610573,"Points accumulator currently
(2021)"
181728,"Consistent low travelers
(Use points)"
253098,"Stable average travelers
(Loyal)"
930848,"Formers Points accumulator
(2020)"
681921,"Points accumulator currently
(2021)"
751824,"Points accumulator currently
(2021)"
505779,"Points accumulator currently
(2021)"
129434,"Stable average travelers
(Loyal)"
501875,"Formers Points accumulator
(2020)"
131228,"Gained customers
(Now traveling average)"
144593,"Formers Points accumulator
(2020)"
958472,"Growing travelers
(Now average)"
226387,"Lost custumers
(Traveled more before)"
423153,"Gained customers
(Now traveling average)"
314742,"Points accumulator currently
(2021)"
345802,"Stable average travelers
(Loyal)"
608326,"Gained customers
(Now traveling average)"
401424,"Lost custumers
(Traveled more before)"
383808,"Points accumulator currently
(2021)"
880505,"Consistent low travelers
(Use points)"
318561,"Stable average travelers
(Loyal)"
174729,"Stable average travelers
(Loyal)"
371675,"Consistent low travelers
(Use points)"
774249,"Lost custumers
(Traveled more before)"
782329,"Formers Points accumulator
(2020)"
640920,"Lost custumers
(Traveled more before)"
947408,"Formers Points accumulator
(2020)"
586199,"Gained customers
(Now traveling average)"
384543,"Formers Points accumulator
(2020)"
182320,"Lost custumers
(Traveled more before)"
279430,"Stable average travelers
(Loyal)"
832367,"Points accumulator currently
(2021)"
465962,"Stable average travelers
(Loyal)"
762272,"Consistent low travelers
(Use points)"
926874,Low-travel individuals
857247,"Formers Points accumulator
(2020)"
719673,"Formers Points accumulator
(2020)"
643117,"Points accumulator currently
(2021)"
440785,"Formers Points accumulator
(2020)"
588980,"Consistent low travelers
(Use points)"
731593,"Stable average travelers
(Loyal)"
700343,"Stable average travelers
(Loyal)"
608508,"Formers Points accumulator
(2020)"
662594,"Points accumulator currently
(2021)"
583539,"Formers Points accumulator
(2020)"
168727,Low-travel individuals
741483,"Formers Points accumulator
(2020)"
526867,Low-travel individuals
432031,"Stable average travelers
(Loyal)"
490806,"Stable average travelers
(Loyal)"
587136,"Lost custumers
(Traveled more before)"
424451,Low-travel individuals
306596,Low-travel individuals
246737,"Stable average travelers
(Loyal)"
256544,"Points accumulator currently
(2021)"
344580,"Gained customers
(Now traveling average)"
534904,"Growing travelers
(Now average)"
713998,"Points accumulator currently
(2021)"
602222,"Points accumulator currently
(2021)"
656027,"Stable average travelers
(Loyal)"
575123,"Points accumulator currently
(2021)"
707869,"Growing travelers
(Now average)"
752688,"Formers Points accumulator
(2020)"
327015,"Points accumulator currently
(2021)"
442868,"Points accumulator currently
(2021)"
681649,"Stable average travelers
(Loyal)"
507189,"Consistent low travelers
(Use points)"
111176,"Formers Points accumulator
(2020)"
893789,"Points accumulator currently
(2021)"
764844,Low-travel individuals
397820,"Formers Points accumulator
(2020)"
898437,"Points accumulator currently
(2021)"
788407,"Formers Points accumulator
(2020)"
310252,"Formers Points accumulator
(2020)"
147700,"Consistent low travelers
(Use points)"
547190,"Stable average travelers
(Loyal)"
654086,"Points accumulator currently
(2021)"
919818,"Formers Points accumulator
(2020)"
763084,"Formers Points accumulator
(2020)"
204237,"Consistent low travelers
(Use points)"
611086,"Points accumulator currently
(2021)"
205367,"Growing travelers
(Now average)"
422245,Low-travel individuals
152139,"Points accumulator currently
(2021)"
278865,"Points accumulator currently
(2021)"
320685,"Formers Points accumulator
(2020)"
459099,"Stable average travelers
(Loyal)"
811619,"Stable average travelers
(Loyal)"
883376,"Gained customers
(Now traveling average)"
733658,"Stable average travelers
(Loyal)"
298829,"Stable average travelers
(Loyal)"
226422,"Stable average travelers
(Loyal)"
314189,Low-travel individuals
436969,"Points accumulator currently
(2021)"
544837,"Points accumulator currently
(2021)"
560936,"Consistent low travelers
(Use points)"
636965,"Points accumulator currently
(2021)"
266516,"Formers Points accumulator
(2020)"
346103,"Stable average travelers
(Loyal)"
778393,"Consistent low travelers
(Use points)"
259700,Low-travel individuals
234588,"Stable average travelers
(Loyal)"
580834,"Consistent low travelers
(Use points)"
733601,Low-travel individuals
402177,Low-travel individuals
959192,"Stable average travelers
(Loyal)"
718031,"Points accumulator currently
(2021)"
187390,"Gained customers
(Now traveling average)"
603587,"Growing travelers
(Now average)"
425717,"Formers Points accumulator
(2020)"
184755,"Gained customers
(Now traveling average)"
222050,Low-travel individuals
472964,"Stable average travelers
(Loyal)"
499027,"Formers Points accumulator
(2020)"
761240,"Stable average travelers
(Loyal)"
885933,"Consistent low travelers
(Use points)"
945199,"Gained customers
(Now traveling average)"
501655,"Stable average travelers
(Loyal)"
530425,"Formers Points accumulator
(2020)"
173252,"Formers Points accumulator
(2020)"
148258,"Formers Points accumulator
(2020)"
140079,"Consistent low travelers
(Use points)"
345615,"Points accumulator currently
(2021)"
996238,"Stable average travelers
(Loyal)"
540751,"Points accumulator currently
(2021)"
798672,"Growing travelers
(Now average)"
929451,"Formers Points accumulator
(2020)"
526316,"Points accumulator currently
(2021)"
