Loyalty#,Value_Based_Cluster_Name
428152,Reengaged Customers
428162,Long-tenure
428249,Fly fanatics
428305,Fly fanatics
428345,New Low-Value Customers
428376,New engaged
428383,Lost Occasional Travelers
428402,Long-tenure
428452,New Low-Value Customers
428520,New Low-Value Customers
428523,New engaged
428526,New Low-Value Customers
428536,Long-tenure
428565,New engaged
428604,New Low-Value Customers
428649,Long-tenure
428710,High-Value Frequent Flyers
428757,High-Value Frequent Flyers
428765,High-Value Low transactions
428778,New Low-Value Customers
428826,New Low-Value Customers
428843,New engaged
428853,New engaged
428903,Fly fanatics
428919,Fly fanatics
428922,Long-tenure
429054,Long-tenure
429238,Long-tenure
429244,Long-tenure
429292,New engaged
429308,Fly fanatics
429354,New engaged
429460,Lost Occasional Travelers
429471,New engaged
429557,Fly fanatics
429692,Lost Occasional Travelers
429829,Fly fanatics
429849,Long-tenure
429894,New engaged
429921,Long-tenure
429933,Fly fanatics
430048,Long-tenure
430059,Fly fanatics
430097,High-Value Frequent Flyers
430107,Long-tenure
430197,High-Value Frequent Flyers
430221,New Low-Value Customers
430228,Long-tenure
430265,New engaged
430323,Long-tenure
430398,High-Value Low transactions
430413,Fly fanatics
430475,New engaged
430500,Fly fanatics
430503,Fly fanatics
430555,Long-tenure
430569,Fly fanatics
430618,Long-tenure
430712,New Low-Value Customers
430813,Long-tenure
430817,New engaged
430880,New engaged
431020,Long-tenure
431021,Fly fanatics
431034,Long-tenure
431187,Reengaged Customers
431201,New Low-Value Customers
431277,New engaged
431392,New Low-Value Customers
431514,New Low-Value Customers
431521,Long-tenure
431533,Fly fanatics
431586,New engaged
431640,Fly fanatics
431829,New engaged
431899,Long-tenure
432031,Fly fanatics
432059,New engaged
432145,Fly fanatics
432200,Long-tenure
432215,Long-tenure
432255,Long-tenure
432298,Fly fanatics
432302,New engaged
432366,High-Value Frequent Flyers
432370,Long-tenure
432392,New engaged
432451,Fly fanatics
432493,Fly fanatics
432564,Lost Occasional Travelers
432579,New Low-Value Customers
432592,Long-tenure
432598,Fly fanatics
432655,High-Value Frequent Flyers
432716,Fly fanatics
432718,Long-tenure
432843,New engaged
432920,Long-tenure
432938,Long-tenure
432941,Lost Occasional Travelers
432961,New Low-Value Customers
433017,New engaged
433020,New Low-Value Customers
433172,Long-tenure
433300,Lost Occasional Travelers
433307,Reengaged Customers
433353,Long-tenure
433477,New Low-Value Customers
433496,Long-tenure
433510,New engaged
433678,Long-tenure
433752,New Low-Value Customers
433812,Long-tenure
433815,High-Value Frequent Flyers
433857,High-Value Frequent Flyers
433946,Fly fanatics
434081,New engaged
434098,New engaged
434113,Long-tenure
434136,Fly fanatics
434215,New engaged
434385,High-Value Frequent Flyers
434470,Long-tenure
434477,Long-tenure
434489,New engaged
434568,Long-tenure
434620,New Low-Value Customers
434621,New engaged
434657,Lost Occasional Travelers
434658,Long-tenure
434679,High-Value Frequent Flyers
434693,New Low-Value Customers
434751,Long-tenure
434760,Long-tenure
434802,New engaged
434888,Long-tenure
434922,Long-tenure
435049,Long-tenure
435097,Long-tenure
435129,Fly fanatics
435156,Long-tenure
435223,High-Value Low transactions
435249,High-Value Low transactions
435358,New Low-Value Customers
435378,Long-tenure
435557,Long-tenure
435613,New engaged
435657,Long-tenure
435789,Long-tenure
436010,High-Value Frequent Flyers
436041,Lost Occasional Travelers
436081,Long-tenure
436087,New Low-Value Customers
436226,Long-tenure
436235,New engaged
436247,New Low-Value Customers
436266,New Low-Value Customers
436419,High-Value Low transactions
436475,Fly fanatics
436569,New engaged
436705,Lost Occasional Travelers
436719,New engaged
436805,High-Value Low transactions
436827,High-Value Frequent Flyers
436874,Long-tenure
436901,Long-tenure
436969,Long-tenure
436971,New engaged
436975,New engaged
436990,New engaged
437022,New engaged
437074,Long-tenure
437086,Long-tenure
437158,Fly fanatics
437197,Long-tenure
437251,Lost Occasional Travelers
437269,Lost Occasional Travelers
437288,Long-tenure
437357,Fly fanatics
437403,Lost Occasional Travelers
437407,Fly fanatics
437440,Fly fanatics
437545,Long-tenure
437598,Long-tenure
437737,New engaged
437810,Long-tenure
438023,Long-tenure
438120,New Low-Value Customers
438199,New Low-Value Customers
438263,Long-tenure
438299,New engaged
438383,New engaged
438525,Lost Occasional Travelers
438526,Fly fanatics
438593,High-Value Low transactions
438641,New engaged
438707,New engaged
438746,Long-tenure
438822,Fly fanatics
438869,Long-tenure
438875,New Low-Value Customers
438936,Long-tenure
439013,New Low-Value Customers
439068,New Low-Value Customers
439092,New Low-Value Customers
439251,Long-tenure
439252,Lost Occasional Travelers
439296,Fly fanatics
439350,Long-tenure
439361,Fly fanatics
439566,New engaged
439572,New Low-Value Customers
439574,Fly fanatics
439675,Long-tenure
439696,New engaged
439819,Long-tenure
439900,Fly fanatics
440112,New engaged
440198,Long-tenure
440209,Fly fanatics
440213,New engaged
440320,High-Value Frequent Flyers
440511,New Low-Value Customers
440595,High-Value Frequent Flyers
440618,Long-tenure
440642,High-Value Frequent Flyers
440699,Reengaged Customers
440785,Long-tenure
440885,Fly fanatics
440928,Long-tenure
440939,Fly fanatics
440967,Long-tenure
441113,New engaged
441128,Fly fanatics
441135,New engaged
441155,Long-tenure
441304,Fly fanatics
441313,High-Value Frequent Flyers
441340,New engaged
441345,New Low-Value Customers
441356,New engaged
441359,Long-tenure
441389,New engaged
441419,Lost Occasional Travelers
441423,New engaged
441439,Long-tenure
441440,New engaged
441442,Long-tenure
441509,Long-tenure
441623,Long-tenure
441631,High-Value Low transactions
441670,Lost Occasional Travelers
441724,Long-tenure
441741,New engaged
441782,Long-tenure
441964,New engaged
442014,Fly fanatics
442018,New engaged
442103,High-Value Frequent Flyers
442192,Long-tenure
442249,New engaged
442251,New Low-Value Customers
442252,Long-tenure
442282,Long-tenure
442304,Long-tenure
442306,Long-tenure
442418,New Low-Value Customers
442458,New engaged
442479,Fly fanatics
442525,New engaged
442609,Fly fanatics
442695,High-Value Low transactions
442792,Fly fanatics
442831,Lost Occasional Travelers
442838,Long-tenure
442868,Long-tenure
442879,Fly fanatics
442956,Fly fanatics
442980,New engaged
443130,Long-tenure
443198,New Low-Value Customers
443199,Fly fanatics
443231,New engaged
443232,Long-tenure
443243,Long-tenure
443557,New Low-Value Customers
443595,Fly fanatics
443865,Long-tenure
443896,New engaged
443967,New Low-Value Customers
443970,Reengaged Customers
443985,New engaged
444022,Fly fanatics
444060,New Low-Value Customers
444085,Long-tenure
444154,Long-tenure
444202,New Low-Value Customers
444237,Fly fanatics
444259,Long-tenure
444300,New Low-Value Customers
444365,New engaged
444366,New engaged
444371,New engaged
444524,New engaged
444646,New engaged
444652,High-Value Low transactions
444661,Lost Occasional Travelers
444684,New engaged
444686,Long-tenure
444748,Long-tenure
444778,New engaged
444786,Long-tenure
444894,Long-tenure
444931,Fly fanatics
444997,Long-tenure
445024,New engaged
445073,Long-tenure
445137,Long-tenure
445145,Lost Occasional Travelers
445146,New Low-Value Customers
445169,Long-tenure
445176,Long-tenure
445177,New engaged
445251,High-Value Frequent Flyers
445338,Fly fanatics
445370,Long-tenure
445427,Reengaged Customers
445432,Fly fanatics
445451,Long-tenure
445496,New engaged
445549,Fly fanatics
445632,Long-tenure
445673,Long-tenure
445675,Fly fanatics
445704,High-Value Frequent Flyers
445746,Long-tenure
445839,New engaged
445867,Fly fanatics
445879,Fly fanatics
445915,Reengaged Customers
446096,New Low-Value Customers
446135,New Low-Value Customers
446171,Fly fanatics
446302,New engaged
446315,Long-tenure
446352,New engaged
446403,Long-tenure
446712,Fly fanatics
446886,Lost Occasional Travelers
446988,New engaged
446991,New engaged
447092,New engaged
447275,Fly fanatics
447387,High-Value Frequent Flyers
447401,New engaged
447439,Lost Occasional Travelers
447470,New engaged
447544,New engaged
447647,Long-tenure
447675,High-Value Frequent Flyers
447771,High-Value Frequent Flyers
447796,Long-tenure
447804,Lost Occasional Travelers
447925,Long-tenure
447943,Fly fanatics
447962,Long-tenure
448136,Fly fanatics
448142,New engaged
448147,Long-tenure
448273,High-Value Frequent Flyers
448354,Fly fanatics
448577,New Low-Value Customers
448654,New engaged
448774,Long-tenure
448812,High-Value Frequent Flyers
448823,Lost Occasional Travelers
448896,New engaged
448912,Fly fanatics
449046,Long-tenure
449084,Long-tenure
449223,New Low-Value Customers
449417,Long-tenure
449441,New Low-Value Customers
449530,New Low-Value Customers
449555,High-Value Frequent Flyers
449654,Fly fanatics
449843,Fly fanatics
449858,Long-tenure
450150,New Low-Value Customers
450205,New engaged
450323,Long-tenure
450417,New Low-Value Customers
450621,New engaged
450665,High-Value Frequent Flyers
450698,Fly fanatics
450735,New Low-Value Customers
450802,New Low-Value Customers
450865,Fly fanatics
450888,New engaged
450896,Long-tenure
450979,New engaged
450987,Lost Occasional Travelers
450995,New engaged
451080,Reengaged Customers
451183,Lost Occasional Travelers
451226,Fly fanatics
451240,Fly fanatics
451391,Fly fanatics
451425,New engaged
451446,Long-tenure
451469,Long-tenure
451528,New Low-Value Customers
451711,New Low-Value Customers
451740,New Low-Value Customers
451819,Long-tenure
451839,New Low-Value Customers
451886,New engaged
452208,New engaged
452279,Lost Occasional Travelers
452282,Long-tenure
452342,High-Value Frequent Flyers
452417,Long-tenure
452439,New engaged
452459,Lost Occasional Travelers
452464,New engaged
452530,Long-tenure
452684,Lost Occasional Travelers
452725,Long-tenure
452873,New engaged
452976,New engaged
452985,Lost Occasional Travelers
452994,New Low-Value Customers
453032,Long-tenure
453034,Long-tenure
453133,Long-tenure
453135,Long-tenure
453136,Fly fanatics
453165,Lost Occasional Travelers
453349,Long-tenure
453408,Fly fanatics
453448,New Low-Value Customers
453466,New Low-Value Customers
453494,New Low-Value Customers
453578,New Low-Value Customers
453587,Lost Occasional Travelers
453654,Long-tenure
453719,Long-tenure
453876,New Low-Value Customers
453887,Fly fanatics
453971,Reengaged Customers
453972,Fly fanatics
454022,New engaged
454041,New engaged
454073,Fly fanatics
454145,New Low-Value Customers
454327,Long-tenure
454356,New Low-Value Customers
454440,New engaged
454471,New engaged
454514,High-Value Low transactions
454543,New engaged
454609,New Low-Value Customers
454628,New engaged
454630,Long-tenure
454632,Fly fanatics
454663,Fly fanatics
454668,Long-tenure
454690,Fly fanatics
454718,Long-tenure
454720,Fly fanatics
454750,New engaged
454880,Long-tenure
454985,New engaged
455023,Long-tenure
455068,New engaged
455234,Lost Occasional Travelers
455287,Reengaged Customers
455319,Fly fanatics
455474,Fly fanatics
455594,Long-tenure
455606,Long-tenure
455651,Long-tenure
455866,Long-tenure
455892,New engaged
455896,Long-tenure
455937,Long-tenure
455941,Long-tenure
455991,New engaged
456095,Fly fanatics
456117,Long-tenure
456128,New engaged
456140,Fly fanatics
456167,Long-tenure
456177,New Low-Value Customers
456259,Long-tenure
456294,Fly fanatics
456360,Long-tenure
456367,Long-tenure
456432,Fly fanatics
456433,New engaged
456436,Long-tenure
456554,New engaged
456613,New Low-Value Customers
456614,New Low-Value Customers
456632,High-Value Frequent Flyers
456716,Long-tenure
456752,Reengaged Customers
456785,Fly fanatics
456822,New engaged
456839,Fly fanatics
456887,Fly fanatics
456958,High-Value Frequent Flyers
457077,New Low-Value Customers
457374,Reengaged Customers
457456,Long-tenure
457489,Long-tenure
457525,Fly fanatics
457535,Fly fanatics
457536,Fly fanatics
457552,New Low-Value Customers
457605,Lost Occasional Travelers
457695,New Low-Value Customers
457716,Long-tenure
457797,Fly fanatics
457947,New Low-Value Customers
458041,High-Value Frequent Flyers
458072,New engaged
458074,Fly fanatics
458199,High-Value Low transactions
458202,New engaged
458320,New engaged
458614,New engaged
458697,Long-tenure
458745,New Low-Value Customers
458864,New Low-Value Customers
458939,Fly fanatics
458963,Long-tenure
458984,Fly fanatics
459017,Long-tenure
459099,Long-tenure
459128,Fly fanatics
459163,New engaged
459164,New Low-Value Customers
459223,Long-tenure
459345,New engaged
459404,High-Value Frequent Flyers
459517,High-Value Frequent Flyers
459563,Fly fanatics
459636,Fly fanatics
459683,New Low-Value Customers
459735,Long-tenure
459737,Long-tenure
459801,Long-tenure
459835,Lost Occasional Travelers
459936,Fly fanatics
459948,New engaged
459971,New engaged
459991,New Low-Value Customers
459999,New Low-Value Customers
460025,Fly fanatics
460037,New Low-Value Customers
460043,Long-tenure
460058,New engaged
460091,Long-tenure
460110,Fly fanatics
460207,Fly fanatics
460291,Fly fanatics
460349,Fly fanatics
460629,Fly fanatics
460673,High-Value Low transactions
460770,New Low-Value Customers
460894,High-Value Frequent Flyers
460929,Fly fanatics
460934,Long-tenure
460938,Fly fanatics
460943,Lost Occasional Travelers
461012,New engaged
461108,New Low-Value Customers
461199,Fly fanatics
461353,Long-tenure
461354,New Low-Value Customers
461540,New Low-Value Customers
461559,New engaged
461859,High-Value Frequent Flyers
461937,New engaged
461974,New Low-Value Customers
462036,High-Value Low transactions
462077,Fly fanatics
462128,New engaged
462174,High-Value Frequent Flyers
462232,New Low-Value Customers
462247,New Low-Value Customers
462253,Lost Occasional Travelers
462279,New Low-Value Customers
462337,New Low-Value Customers
462355,New engaged
462366,Lost Occasional Travelers
462459,New Low-Value Customers
462495,Fly fanatics
462595,Fly fanatics
462616,New Low-Value Customers
462638,Long-tenure
462663,Fly fanatics
462701,High-Value Frequent Flyers
462803,New engaged
462815,New Low-Value Customers
462833,New engaged
462974,New engaged
462993,Long-tenure
463070,Lost Occasional Travelers
463146,Lost Occasional Travelers
463230,Fly fanatics
463263,Long-tenure
463298,New Low-Value Customers
463361,Fly fanatics
463490,Long-tenure
463606,Long-tenure
463751,Long-tenure
463833,Lost Occasional Travelers
463854,New Low-Value Customers
463882,Long-tenure
463890,Long-tenure
463926,New engaged
463971,Fly fanatics
464044,Fly fanatics
464105,New engaged
464114,New Low-Value Customers
464117,New Low-Value Customers
464137,Long-tenure
464166,Fly fanatics
464220,Long-tenure
464248,Long-tenure
464385,New Low-Value Customers
464394,High-Value Frequent Flyers
464447,Long-tenure
464606,Long-tenure
464639,Lost Occasional Travelers
464720,Fly fanatics
464771,Lost Occasional Travelers
464799,New Low-Value Customers
464828,Lost Occasional Travelers
464959,High-Value Frequent Flyers
464962,High-Value Frequent Flyers
464970,New Low-Value Customers
465095,New Low-Value Customers
465170,New Low-Value Customers
465197,Long-tenure
465241,High-Value Frequent Flyers
465347,High-Value Frequent Flyers
465412,New engaged
465421,New engaged
465424,New Low-Value Customers
465530,Long-tenure
465540,Fly fanatics
